1,133,8
1,720,6
1,971,10
1,1095,7
1,1616,10
1,1978,7
1,2145,8
1,2211,8
1,3751,7
1,4062,3
1,4633,10
1,4842,5
1,6518,6
1,7576,8
1,7724,7
1,8305,10
1,8923,9
1,9345,10
1,9729,10
2,133,10
2,4340,8
2,4672,10
2,5577,10
2,7006,10
4,6269,9
4,6437,8
4,6499,10
4,7724,7
4,7964,10
4,9287,8
5,907,8
5,1339,10
5,2127,8
5,3015,10
5,3132,10
5,9680,7
6,328,5
7,328,5
7,1029,5
7,2560,1
7,9260,5
9,55,5
9,57,3
9,88,10
9,145,7
9,153,1
9,160,5
9,297,9
9,361,6
9,374,4
9,417,4
9,422,7
9,466,3
9,531,8
9,538,10
9,679,3
9,802,6
9,855,5
9,856,8
9,975,1
9,1043,10
9,1057,1
9,1082,8
9,1169,7
9,1205,1
9,1211,9
9,1222,9
9,1228,8
9,1298,10
9,1315,9
9,1320,9
9,1508,1
9,1529,4
9,1575,10
9,1721,10
9,1772,6
9,1800,7
9,1948,1
9,2019,4
9,2020,8
9,2057,10
9,2077,4
9,2103,2
9,2111,8
9,2135,9
9,2177,8
9,2250,6
9,2257,1
9,2267,9
9,2294,5
9,2322,7
9,2348,10
9,2369,9
9,2383,7
9,2393,8
9,2411,5
9,2455,5
9,2524,5
9,2529,1
9,2576,1
9,2602,6
9,2616,6
9,2619,6
9,2808,5
9,2852,9
9,2900,3
9,2902,10
9,2906,3
9,2934,2
9,2935,5
9,2963,8
9,2972,6
9,3009,5
9,3099,10
9,3131,6
9,3154,6
9,3158,1
9,3160,6
9,3246,7
9,3248,5
9,3292,8
9,3406,2
9,3468,2
9,3469,6
9,3488,3
9,3541,3
9,3547,1
9,3548,8
9,3632,5
9,3637,7
9,3643,3
9,3745,2
9,3782,4
9,3784,1
9,3821,3
9,4004,9
9,4159,4
9,4247,10
9,4458,5
9,4468,8
9,4490,9
9,4500,3
9,4505,1
9,4579,8
9,4644,5
9,4676,7
9,4685,3
9,4870,3
9,4883,7
9,4909,2
9,4937,7
9,4946,1
9,4947,8
9,4986,5
9,5018,10
9,5036,7
9,5059,3
9,5073,4
9,5213,10
9,5288,5
9,5343,5
9,5355,6
9,5430,7
9,5439,3
9,5448,10
9,5452,1
9,5495,4
9,5552,1
9,5574,3
9,5614,8
9,5634,1
9,5715,10
9,5737,10
9,5836,1
9,5931,1
9,6101,10
9,6141,6
9,6146,10
9,6347,7
9,6415,9
9,6461,1
9,6480,8
9,6516,7
9,6676,2
9,6715,10
9,6754,9
9,6760,2
9,6797,5
9,6932,6
9,6934,2
9,6978,9
9,6998,1
9,7015,6
9,7037,2
9,7078,10
9,7105,4
9,7138,7
9,7153,1
9,7177,4
9,7179,10
9,7197,5
9,7276,4
9,7369,8
9,7387,10
9,7403,10
9,7414,10
9,7422,8
9,7487,8
9,7526,8
9,7572,2
9,7632,10
9,7675,5
9,7692,10
9,7728,1
9,7753,3
9,7831,3
9,7832,10
9,7866,10
9,7882,2
9,7975,10
9,8097,3
9,8106,10
9,8185,10
9,8210,10
9,8300,3
9,8329,8
9,8401,7
9,8518,9
9,8580,10
9,8596,7
9,8792,9
9,8820,5
9,8832,9
9,8844,4
9,8906,8
9,8958,2
9,8993,10
9,9008,8
9,9274,5
9,9352,7
9,9356,10
9,9487,8
9,9567,5
9,9587,5
9,9717,2
9,9855,10
9,9906,1
10,767,1
11,2237,10
11,7006,8
11,7206,8
11,8363,2
11,8942,5
12,5629,4
12,8598,3
12,9199,5
13,1222,9
13,4901,10
14,1721,8
14,7219,7
15,58,5
15,77,10
15,907,10
15,2517,7
15,2811,8
16,8289,1
17,480,10
17,650,4
17,863,7
17,1721,8
17,3248,10
17,5059,7
17,5838,4
17,6932,6
17,7078,8
17,7138,6
17,7242,10
17,8041,5
17,8822,8
17,9473,5
18,211,1
18,1097,9
18,1240,1
18,1442,10
18,2111,8
18,2855,1
18,2963,8
18,3060,6
18,3246,8
18,3488,6
18,3739,10
18,4280,1
18,4500,1
18,6001,7
18,6991,3
18,7882,1
18,7958,2
18,8673,5
18,9587,1
19,1616,10
19,6437,7
20,4008,1
21,1721,5
21,7219,7
22,483,8
22,2211,10
22,4937,8
22,9872,10
23,1043,7
23,1721,5
23,2438,2
23,7219,6
23,8922,1
24,2130,3
24,3596,1
24,3644,8
24,3809,1
24,4752,9
24,5840,7
24,6036,10
24,6663,1
24,7778,4
24,7965,10
24,9260,6
24,9759,10
24,9831,5
25,328,7
25,1526,3
25,3916,7
25,6036,8
25,8608,10
26,1046,7
26,4732,4
26,5051,9
26,5484,3
26,9680,5
27,607,10
28,2127,5
28,3186,10
28,3582,7
28,9680,8
29,460,10
29,1721,5
29,2393,2
29,2852,3
29,2963,8
29,3248,1
29,6674,6
29,7975,4
30,882,8
30,4898,6
30,9081,10
30,9911,6
31,38,10
31,394,7
31,807,7
31,1598,1
31,2289,10
31,2391,10
31,3001,10
31,4126,8
31,4235,10
31,4301,10
31,4462,10
31,5703,9
31,5909,10
31,5962,4
31,6437,7
31,6649,10
31,6932,10
31,7071,10
31,7447,10
31,7621,9
31,7724,7
31,8057,10
31,8169,10
31,8232,10
31,8305,10
31,8685,7
31,9097,1
31,9813,3
31,9919,2
31,9966,10
32,466,6
32,3032,9
32,3160,7
32,4530,5
32,8220,10
33,907,10
33,2322,7
33,4615,1
33,5051,10
34,7138,6
35,162,9
35,907,9
35,3015,8
35,3132,6
35,5317,3
35,5353,9
35,7219,5
35,9680,8
36,223,3
36,2809,10
36,4307,10
36,6047,10
38,4908,10
38,5472,10
38,6164,10
38,6384,10
38,7484,10
38,8081,10
38,8169,10
38,8305,10
38,8965,10
38,9759,10
39,483,7
39,720,10
39,2609,7
39,4301,9
39,4466,8
39,5499,5
39,6269,9
39,6433,5
39,7679,5
39,7724,7
40,394,10
40,831,7
40,5670,7
40,5902,10
40,6437,7
40,6486,6
41,466,6
41,716,6
42,2322,8
42,4732,6
42,5051,8
42,5484,6
42,9680,7
43,8856,5
44,3510,5
44,6036,9
44,6269,10
45,5624,4
45,7753,5
45,8822,7
46,538,6
46,4909,7
46,5380,1
46,5711,10
46,7138,6
46,7910,10
46,8023,10
47,6530,8
47,6872,5
48,3059,5
48,6036,7
48,7217,6
49,2166,10
50,328,6
50,720,10
50,3301,5
50,3449,2
50,8645,1
50,9260,5
51,1585,5
52,425,4
52,838,5
52,3670,2
52,8856,8
55,607,10
55,1347,7
55,1633,3
55,5753,7
55,6036,9
55,6133,1
55,6248,5
55,7679,5
56,716,6
57,3005,10
57,3659,7
57,3717,10
57,5702,10
57,6036,9
58,1347,7
58,4770,10
58,6036,8
58,9015,6
59,835,8
59,2127,8
59,3132,5
59,3205,9
59,3324,8
59,4732,8
59,7219,6
59,9589,10
59,9680,8
60,425,2
60,437,10
60,538,6
60,2250,1
60,2294,5
60,2393,6
60,2524,5
60,3454,4
60,4860,10
60,5209,10
60,6821,5
60,7110,10
60,7724,7
60,8385,10
60,8965,10
60,9148,3
60,9322,1
60,9345,6
60,9430,9
61,2111,8
61,6932,5
62,534,7
62,3149,5
63,41,3
63,328,7
63,831,9
63,1561,7
63,2200,10
63,3301,1
63,5260,9
63,5292,10
63,6272,1
63,6437,7
63,7679,5
63,9005,5
64,6437,7
64,6880,6
64,8598,6
65,328,6
65,444,6
65,545,10
65,674,4
65,1537,7
65,1561,7
65,2091,5
65,2200,8
65,2469,7
65,3301,6
65,4727,10
65,5753,5
65,5962,8
65,6024,5
65,6219,10
65,6636,4
65,6774,6
65,6844,3
65,7679,5
65,8035,7
65,8410,8
65,9614,1
65,9807,7
66,9550,2
66,9664,5
67,1550,10
68,321,5
68,328,5
68,604,3
68,1775,5
68,3301,6
68,7562,1
68,7679,5
68,8645,1
69,1347,2
69,7289,5
69,7913,1
70,2111,8
70,6991,8
70,8209,2
71,2127,7
71,2518,6
71,8510,7
72,374,6
72,1575,10
72,6932,5
73,2,9
73,394,10
73,469,9
73,594,3
73,699,10
73,720,10
73,924,10
73,947,9
73,1095,10
73,1222,8
73,1339,10
73,1369,10
73,1508,1
73,1616,10
73,1978,9
73,2090,5
73,2130,5
73,2289,7
73,2437,2
73,2749,6
73,2755,3
73,2943,5
73,3059,10
73,3068,1
73,3154,5
73,3644,9
73,3751,7
73,3949,7
73,4062,2
73,4150,9
73,4261,9
73,4356,7
73,4423,10
73,4904,8
73,5115,5
73,5134,6
73,5178,9
73,5209,8
73,5352,7
73,5383,7
73,5588,6
73,5724,10
73,5753,8
73,5810,6
73,5962,5
73,6365,9
73,6396,10
73,6756,7
73,6801,10
73,6880,10
73,6892,7
73,6937,1
73,6963,10
73,7006,8
73,7443,5
73,7444,8
73,7459,9
73,7461,1
73,7679,5
73,7682,10
73,7749,10
73,7756,6
73,8026,9
73,8106,10
73,8363,6
73,8538,6
73,8549,3
73,8923,9
73,9050,9
73,9229,5
73,9680,9
73,9727,4
73,9729,10
73,9908,1
74,883,6
74,1029,7
74,1561,8
74,2168,1
74,2468,5
74,2755,3
74,5931,4
74,7006,8
74,7964,10
74,8042,1
75,907,9
75,1550,10
75,2127,7
75,3132,4
75,7576,5
76,2111,8
76,7658,2
77,208,8
77,4898,5
77,7205,8
78,2200,7
79,2200,10
79,4462,8
79,5134,9
80,767,1
80,6250,5
80,6886,9
83,5164,4
83,8094,10
83,9200,5
84,8964,2
85,9855,9
86,1141,1
86,1704,1
86,7005,1
86,7526,8
86,9561,4
87,907,9
87,1965,9
87,3015,8
87,3132,8
87,3205,8
87,9296,9
87,9680,8
88,61,4
88,133,9
88,831,8
88,2127,7
88,2211,9
88,5482,7
88,5629,6
88,6036,8
88,9199,5
89,9652,1
90,831,5
90,1347,1
90,5137,1
90,6036,8
90,6937,10
90,7998,2
91,1721,4
91,7456,7
92,84,10
92,1029,9
92,1123,1
92,2746,9
92,3999,7
92,5670,9
92,6036,8
92,6365,9
92,7749,9
92,8109,8
93,1652,8
93,9652,1
94,215,10
94,4898,5
94,5896,4
95,3446,10
96,328,7
96,483,8
96,6795,10
96,7533,8
96,7749,9
97,6036,8
98,767,1
98,7005,1
98,9652,10
99,164,7
99,297,8
99,466,7
99,538,9
99,669,1
99,950,9
99,1721,8
99,1991,1
99,2231,7
99,2393,8
99,2411,9
99,2879,1
99,2894,10
99,2963,8
99,2972,6
99,3006,7
99,3577,5
99,3932,4
99,4335,6
99,4352,2
99,5946,6
99,6016,10
99,6256,7
99,6346,2
99,6347,8
99,6932,6
99,7263,6
99,7572,1
99,7577,8
99,7958,2
99,7975,8
99,8776,3
99,8856,9
99,9514,6
99,9671,5
99,9855,10
100,2369,10
100,5038,10
100,6036,10
101,483,6
101,807,7
101,1429,6
101,2211,8
101,3722,7
101,5670,9
101,6658,7
101,7576,9
101,7724,7
101,9345,7
102,9281,10
103,1097,1
103,4280,3
103,7503,1
103,9666,10
104,1529,2
104,1750,6
104,4685,1
104,5678,1
104,6932,6
104,7078,10
104,8042,1
105,2196,7
105,3301,1
105,4553,10
105,4617,5
105,5985,10
105,6036,8
105,6269,10
105,7225,8
105,7914,6
105,9025,9
105,9079,1
105,9806,7
106,1561,7
106,3015,5
106,9680,6
107,1029,6
107,1433,10
107,6036,7
107,6437,6
108,1721,5
108,2616,5
109,4427,7
109,4615,1
109,7006,8
110,61,4
110,1978,10
110,4727,10
110,6269,10
110,6437,6
110,7724,7
110,8169,10
111,907,5
111,1965,8
111,2390,6
111,2465,1
111,4427,1
112,1421,10
112,1519,1
112,1610,5
112,4427,8
112,6303,9
112,7589,8
112,9534,10
112,9680,8
112,9844,4
113,6674,8
114,483,7
114,5260,7
114,6272,1
115,483,6
115,5771,3
115,6880,10
115,7006,10
115,7724,7
116,276,5
116,483,7
116,5962,9
116,6036,8
116,6365,10
116,6437,7
116,6642,8
116,7682,10
116,7724,7
116,7749,8
117,907,10
117,1550,10
117,6340,5
117,8923,6
117,9727,5
118,8560,4
118,9652,1
119,1561,7
119,2722,8
119,3406,3
119,5670,8
119,5841,3
119,6756,4
119,7724,7
119,8361,2
119,9587,2
119,9727,4
119,9844,4
121,1616,10
121,2200,7
122,1616,4
122,4460,7
123,483,7
123,917,2
123,973,7
123,4616,7
123,6437,7
125,1721,5
125,2852,3
126,2164,5
126,2610,10
126,5209,7
126,7724,7
127,328,7
127,1429,5
127,6024,3
127,6437,6
127,7414,7
127,7679,5
128,1,1
128,42,4
128,186,4
128,215,10
128,839,4
128,981,3
128,1501,6
128,2057,1
128,2489,4
128,3006,6
128,3033,1
128,3577,5
128,4685,1
128,5317,1
128,5896,9
128,5967,3
128,7138,6
128,7205,3
128,7422,6
128,7745,7
128,8210,10
128,8752,8
128,9051,3
128,9671,1
129,483,7
129,1429,8
129,5260,10
129,5595,4
129,5703,8
129,5900,1
129,6036,8
129,6269,9
129,6932,5
129,6995,7
129,7006,8
129,7724,7
129,8942,9
129,9173,9
129,9587,4
129,9631,4
130,1721,8
130,7219,7
131,907,6
131,3964,6
131,6168,4
131,9727,7
132,5043,1
133,855,3
133,1721,8
133,3446,10
133,4793,6
133,6024,1
133,6978,6
133,7975,4
133,8345,10
133,8685,6
133,9899,3
134,2,8
134,104,10
134,199,10
134,214,4
134,225,1
134,328,7
134,394,10
134,396,10
134,448,1
134,456,7
134,469,6
134,484,1
134,506,1
134,607,10
134,667,8
134,693,6
134,695,10
134,719,1
134,735,8
134,809,10
134,840,8
134,873,7
134,916,6
134,989,2
134,1015,7
134,1029,9
134,1121,10
134,1238,10
134,1331,10
134,1387,7
134,1406,9
134,1531,6
134,1534,1
134,1537,9
134,1563,1
134,1575,7
134,1638,8
134,1640,2
134,1773,4
134,1786,4
134,1789,10
134,1793,3
134,1805,1
134,1822,2
134,1857,5
134,1866,6
134,1875,3
134,1967,7
134,1977,8
134,1979,9
134,1983,8
134,1999,6
134,2020,4
134,2059,3
134,2131,10
134,2196,10
134,2198,10
134,2232,10
134,2233,10
134,2254,1
134,2263,8
134,2280,9
134,2331,10
134,2407,3
134,2430,9
134,2562,1
134,2595,10
134,2601,9
134,2657,9
134,2685,2
134,2730,10
134,2745,10
134,2770,8
134,2815,10
134,2896,7
134,2913,3
134,2934,8
134,2984,1
134,3059,10
134,3067,10
134,3119,10
134,3149,9
134,3200,10
134,3226,7
134,3291,8
134,3313,3
134,3333,8
134,3381,7
134,3409,9
134,3454,6
134,3492,2
134,3501,5
134,3525,8
134,3529,2
134,3562,8
134,3585,4
134,3596,10
134,3607,10
134,3644,6
134,3664,2
134,3699,7
134,3709,8
134,3722,9
134,3786,7
134,3807,4
134,3870,7
134,3876,6
134,3902,8
134,3949,2
134,4025,10
134,4063,1
134,4150,9
134,4175,10
134,4338,8
134,4346,6
134,4439,10
134,4457,9
134,4492,10
134,4639,6
134,4670,3
134,4685,6
134,4737,9
134,4762,10
134,4786,7
134,4842,4
134,4935,8
134,5018,10
134,5027,7
134,5129,10
134,5209,10
134,5212,9
134,5291,1
134,5303,1
134,5352,5
134,5377,2
134,5383,9
134,5393,9
134,5401,10
134,5415,6
134,5457,1
134,5483,8
134,5507,1
134,5600,9
134,5621,10
134,5623,10
134,5712,2
134,5753,9
134,5756,5
134,5813,8
134,5836,5
134,5870,9
134,5909,10
134,5931,5
134,6047,10
134,6059,10
134,6071,7
134,6094,8
134,6133,1
134,6152,9
134,6162,5
134,6272,2
134,6336,6
134,6338,10
134,6362,6
134,6415,6
134,6437,8
134,6567,10
134,6636,8
134,6651,2
134,6663,10
134,6692,9
134,6715,1
134,6795,9
134,6811,8
134,6819,8
134,6988,7
134,7138,8
134,7150,2
134,7160,8
134,7225,5
134,7263,4
134,7315,9
134,7377,9
134,7414,10
134,7443,6
134,7619,2
134,7620,7
134,7630,9
134,7651,10
134,7663,7
134,7679,5
134,7686,10
134,7692,5
134,7783,2
134,7820,10
134,7850,5
134,7859,6
134,7965,5
134,8030,7
134,8041,3
134,8116,10
134,8124,3
134,8161,8
134,8199,10
134,8211,1
134,8229,8
134,8248,3
134,8288,8
134,8289,6
134,8331,9
134,8346,1
134,8350,7
134,8351,8
134,8355,10
134,8358,7
134,8363,8
134,8377,6
134,8385,7
134,8446,5
134,8538,7
134,8665,10
134,8680,2
134,8685,7
134,8694,9
134,8708,7
134,8791,10
134,8815,3
134,8818,7
134,8896,2
134,8904,8
134,8913,10
134,8971,2
134,8992,4
134,9007,5
134,9050,7
134,9072,8
134,9097,8
134,9131,5
134,9171,10
134,9287,6
134,9306,7
134,9459,5
134,9534,8
134,9559,7
134,9565,7
134,9580,9
134,9755,4
134,9759,10
134,9790,1
134,9933,6
134,9940,8
134,9967,4
134,9984,2
135,2224,7
135,2400,8
135,3727,7
135,5051,7
135,8752,2
135,9301,7
136,1625,1
136,1675,10
136,1721,5
136,3577,5
136,4402,6
137,555,10
137,3015,7
137,3132,7
137,6880,10
137,9680,7
137,9727,4
138,907,5
139,1347,4
139,6036,8
139,8269,7
139,9015,1
140,328,7
140,1650,8
140,3301,1
140,3799,7
140,5288,5
140,6437,6
140,7964,10
140,8035,6
140,8088,3
140,9933,5
141,239,10
141,381,10
141,1029,9
141,2630,6
141,3333,10
141,3454,7
141,4007,10
141,5091,9
141,6035,10
141,6059,10
141,6762,9
141,7490,10
141,8042,7
141,8053,10
141,8338,10
141,8392,10
141,9160,10
141,9230,10
141,9523,1
141,9740,6
141,9759,10
141,9808,7
142,1721,5
142,3182,4
142,7526,5
143,328,6
143,3301,2
143,5962,7
143,6844,10
144,3446,10
145,8296,1
146,483,7
146,807,6
146,2745,9
146,6121,4
146,6983,5
146,7724,7
147,328,6
147,607,9
147,1726,10
147,2131,10
147,2509,10
147,3333,8
147,3632,7
147,4882,10
147,5209,8
147,5230,10
147,5261,2
147,6051,4
147,6094,5
147,6795,10
147,7160,8
147,7443,3
147,8329,6
147,8350,10
